rank	composition_mean_normalized_influence	shortcut_mean_normalized_influence
25750	362.8584044	294.9530918
25751	362.8442635	294.9462467
25752	362.8266255	294.925708
25753	362.8219207	294.9199844
25754	362.810328	294.9160597
25755	362.8084184	294.9158263
25756	362.7709178	294.8506968
25757	362.764751	294.8425844
25758	362.7403963	294.8404797
25759	362.7012676	294.8212993
25760	362.6944589	294.8180133
25761	362.6402895	294.8155773
25762	362.6342036	294.8048384
25763	362.6182158	294.8026718
25764	362.5846564	294.7635729
25765	362.5840639	294.7502216
25766	362.5797307	294.7225115
25767	362.5437441	294.679823
25768	362.5372949	294.6474266
25769	362.4897022	294.6422606
25770	362.46495	294.6249704
25771	362.4633987	294.6230369
25772	362.4620226	294.6079357
25773	362.4561475	294.58016
25774	362.4242601	294.5678845
25775	362.4052674	294.564363
25776	362.4045894	294.5481048
25777	362.3817093	294.5263259
25778	362.3537473	294.521983
25779	362.3434162	294.5191975
25780	362.3387943	294.5043272
25781	362.3305871	294.5015399
25782	362.3135924	294.4847703
25783	362.3134581	294.4501812
25784	362.2897277	294.4349655
25785	362.281224	294.4345864
25786	362.2680564	294.4283987
25787	362.2278711	294.3957332
25788	362.2219014	294.3950522
25789	362.2079994	294.3919601
25790	362.2049994	294.380515
25791	362.1995405	294.3635144
25792	362.1282509	294.3592474
25793	362.0223559	294.3448836
25794	361.9920369	294.3435561
25795	361.990817	294.3329054
25796	361.9473384	294.2936489
25797	361.9321698	294.2731543
25798	361.9284507	294.2260064
25799	361.9085244	294.2192469
25800	361.8375058	294.2015724
25801	361.7959525	294.1885185
25802	361.7844533	294.1275
25803	361.7509821	294.1080802
25804	361.7315046	294.092712
25805	361.7276719	294.0768538
25806	361.7086865	294.0698527
25807	361.7082467	294.0595685
25808	361.701295	294.0202171
25809	361.6759834	294.0009148
25810	361.6658826	293.9950175
25811	361.6644399	293.9860298
25812	361.653266	293.9748681
25813	361.6486973	293.9529869
25814	361.542308	293.9459771
25815	361.5194383	293.9350908
25816	361.5065129	293.925564
25817	361.4831919	293.8633095
25818	361.4765452	293.8603874
25819	361.3903183	293.8419875
25820	361.3255915	293.8227824
25821	361.3238168	293.8182971
25822	361.3165649	293.7679137
25823	361.310415	293.7639631
25824	361.2639342	293.7526907
25825	361.2503135	293.7421119
25826	361.2334797	293.7271166
25827	361.2147537	293.7263174
25828	361.1706208	293.7134563
25829	361.1626854	293.706896
25830	361.1584901	293.701474
25831	361.1562552	293.6982725
25832	361.1360803	293.6865593
25833	361.1341625	293.6713685
25834	361.0920205	293.6703535
25835	361.0894255	293.6047355
25836	361.069157	293.6042505
25837	361.0249444	293.5897136
25838	361.0213549	293.5815028
25839	361.0200412	293.572204
25840	361.0179565	293.5465959
25841	361.0135605	293.539105
25842	361.0022568	293.5309827
25843	360.9198481	293.5220639
25844	360.9182683	293.4568265
25845	360.85545	293.4444706
25846	360.8490943	293.4198569
25847	360.8377881	293.394238
25848	360.8202016	293.3712381
25849	360.8189458	293.3563446
25850	360.815465	293.3173588
25851	360.8043542	293.3130233
25852	360.8024544	293.3069523
25853	360.7941026	293.3009765
25854	360.7876676	293.2751314
25855	360.7856624	293.2665105
25856	360.7510703	293.2636783
25857	360.7314451	293.2603394
25858	360.6099693	293.255111
25859	360.6043149	293.2507268
25860	360.5959244	293.2442583
25861	360.5888587	293.2442112
25862	360.5835114	293.1778573
25863	360.5498227	293.164193
25864	360.5356177	293.1583359
25865	360.5327818	293.1304558
25866	360.5067977	293.0664315
25867	360.4428403	293.0521122
25868	360.4118638	293.0454211
25869	360.394959	293.033007
25870	360.3720371	293.0128952
25871	360.3581089	293.0045394
25872	360.3248709	292.9996238
25873	360.3169489	292.980614
25874	360.3147266	292.9741845
25875	360.3008097	292.9719411
25876	360.2902371	292.9506652
25877	360.2745038	292.9012231
25878	360.2739624	292.8876994
25879	360.262165	292.8719269
25880	360.2483974	292.8618399
25881	360.246111	292.8405563
25882	360.197518	292.8055383
25883	360.1860987	292.793717
25884	360.1336654	292.7921943
25885	360.1054503	292.7863771
25886	360.1047586	292.7810522
25887	360.0949987	292.7521004
25888	360.0801609	292.7372179
25889	360.0729471	292.7231484
25890	360.0629347	292.6986125
25891	360.0546484	292.6822645
25892	360.0519547	292.6731281
25893	360.0512183	292.671313
25894	360.0192994	292.6619848
25895	359.971876	292.6120969
25896	359.9656049	292.6033825
25897	359.9492298	292.5977356
25898	359.9353012	292.5957079
25899	359.9281203	292.5944914
25900	359.9001858	292.5825897
25901	359.8964323	292.5502801
25902	359.895218	292.5466629
25903	359.8580666	292.5316068
25904	359.8358051	292.5273406
25905	359.8114103	292.5177804
25906	359.7982961	292.5049053
25907	359.7973048	292.4794555
25908	359.7962005	292.4720245
25909	359.7885214	292.4246401
25910	359.7766946	292.4095113
25911	359.763163	292.3912032
25912	359.7268061	292.3740268
25913	359.6943014	292.3645701
25914	359.682354	292.3500516
25915	359.6710462	292.3462398
25916	359.6477888	292.3085949
25917	359.6460693	292.2747068
25918	359.620385	292.2639341
25919	359.5508344	292.2425281
25920	359.5083096	292.2419717
25921	359.4985168	292.2373521
25922	359.4807786	292.2289992
25923	359.4511323	292.2262314
25924	359.4250046	292.2205021
25925	359.3878643	292.2084978
25926	359.3804255	292.2082671
25927	359.337712	292.2074196
25928	359.3129919	292.1834114
25929	359.3032686	292.1096514
25930	359.2888487	292.0924917
25931	359.2462292	292.0831418
25932	359.2445909	292.0706474
25933	359.2187974	292.0560751
25934	359.2176389	292.0322351
25935	359.2108514	292.0321701
25936	359.1950173	291.9594474
25937	359.1941751	291.9531226
25938	359.194032	291.9471066
25939	359.1571211	291.9461416
25940	359.1532558	291.9372841
25941	359.1442461	291.9346009
25942	359.1424726	291.923572
25943	359.1183815	291.9099502
25944	359.0894752	291.9035332
25945	359.0649075	291.9026974
25946	359.0587882	291.891545
25947	359.0529365	291.8869638
25948	359.046857	291.8372961
25949	359.010913	291.7563235
25950	359.0029111	291.7352835
25951	358.9871814	291.7292721
25952	358.9858343	291.6908437
25953	358.9721085	291.68334
25954	358.9601503	291.683242
25955	358.8876492	291.5982292
25956	358.8505177	291.5775604
25957	358.8277807	291.5602538
25958	358.812738	291.5433717
25959	358.8002167	291.5376873
25960	358.7922191	291.5195296
25961	358.7802847	291.5131457
25962	358.7723473	291.4971521
25963	358.7513636	291.4839651
25964	358.7508992	291.4705237
25965	358.7348368	291.4413311
25966	358.6659741	291.4377804
25967	358.654177	291.4316689
25968	358.6496034	291.3948803
25969	358.63385	291.3917813
25970	358.6191349	291.3849501
25971	358.5840666	291.3530036
25972	358.5442762	291.330391
25973	358.5005173	291.3222557
25974	358.4268108	291.3181785
25975	358.4183195	291.2677211
25976	358.4181004	291.2677014
25977	358.389058	291.2549299
25978	358.3645929	291.240915
25979	358.3132249	291.2350314
25980	358.297788	291.2336673
25981	358.2882879	291.2314024
25982	358.2806339	291.2130143
25983	358.2571537	291.2003238
25984	358.2189933	291.1857328
25985	358.19646	291.1832111
25986	358.1919111	291.1729419
25987	358.1823127	291.1509637
25988	358.1328899	291.1259169
25989	358.1196707	291.112085
25990	358.1129036	291.1051892
25991	358.0797037	291.086932
25992	358.0710331	291.0821802
25993	358.0597022	291.0677995
25994	358.0464595	291.0617271
25995	358.0274938	291.0212874
25996	357.9359273	290.9955986
25997	357.8945451	290.9918869
25998	357.8893538	290.9781667
25999	357.8039238	290.9645067
26000	357.7802464	290.9312074
26001	357.7794894	290.920914
26002	357.7746089	290.9158368
26003	357.7412701	290.8921165
26004	357.7318943	290.8411027
26005	357.7313058	290.8365033
26006	357.6574096	290.831965
26007	357.6355877	290.8292979
26008	357.6289544	290.82482
26009	357.6093998	290.7975853
26010	357.5952387	290.771989
26011	357.5762691	290.7637875
26012	357.5490278	290.7500673
26013	357.5163053	290.7309651
26014	357.5000856	290.7268902
26015	357.4988248	290.7103907
26016	357.4979325	290.6908655
26017	357.4428711	290.6659584
26018	357.4229324	290.6560673
26019	357.398349	290.6392073
26020	357.3747124	290.634451
26021	357.3612745	290.6267066
26022	357.3560376	290.6035376
26023	357.3472186	290.5946411
26024	357.3204945	290.5716752
26025	357.2798306	290.5676603
26026	357.2606336	290.5380642
26027	357.2461626	290.5342091
26028	357.2391963	290.5335211
26029	357.2301476	290.5331319
26030	357.2276568	290.532773
26031	357.2258104	290.5204709
26032	357.2227879	290.5134476
26033	357.1816745	290.5034295
26034	357.1452865	290.4943841
26035	357.1113199	290.4787476
26036	357.1076057	290.4730718
26037	357.0864554	290.4644841
26038	357.0517969	290.4542583
26039	357.0311376	290.4531788
26040	357.0140056	290.4494094
26041	356.9417463	290.4375704
26042	356.929029	290.4128648
26043	356.8926402	290.4118617
26044	356.8854036	290.4045569
26045	356.8766676	290.4007313
26046	356.851252	290.399486
26047	356.8484192	290.3920304
26048	356.8468396	290.3905289
26049	356.8332396	290.3789921
26050	356.8065828	290.3787493
26051	356.7655406	290.3700655
26052	356.7443875	290.362699
26053	356.7230865	290.3178779
26054	356.7047955	290.3150163
26055	356.6808188	290.3013517
26056	356.677105	290.3010234
26057	356.6766079	290.2941607
26058	356.6577757	290.2927606
26059	356.648998	290.2905415
26060	356.6391034	290.2845154
26061	356.6315466	290.2784824
26062	356.6270281	290.2444716
26063	356.6037072	290.2257225
26064	356.5717031	290.2227614
26065	356.5685832	290.220518
26066	356.5529438	290.2191021
26067	356.5481268	290.2027846
26068	356.5442506	290.1892424
26069	356.5382414	290.1874496
26070	356.5318927	290.1874139
26071	356.5081626	290.1571634
26072	356.4591784	290.1439248
26073	356.4560927	290.1390507
26074	356.4223572	290.1353971
26075	356.3673131	290.1207234
26076	356.3530412	290.0874398
26077	356.3424854	290.0842837
26078	356.2866135	290.0796731
26079	356.2843272	290.0321915
26080	356.2589035	290.0165942
26081	356.2473544	289.9928397
26082	356.2391543	289.992727
26083	356.2283875	289.9588816
26084	356.2035322	289.9581196
26085	356.2011279	289.920408
26086	356.1897907	289.9072672
26087	356.1776417	289.8876314
26088	356.1730711	289.8856208
26089	356.1372335	289.8737648
26090	356.1196887	289.8653243
26091	356.0941164	289.8466814
26092	356.0774322	289.8454958
26093	356.0577278	289.8426553
26094	356.0338878	289.8308749
26095	356.0144205	289.824423
26096	355.9817558	289.8232876
26097	355.9461433	289.8230936
26098	355.9352272	289.8092898
26099	355.9258371	289.7892424
26100	355.9029948	289.7521107
26101	355.9000464	289.7509185
26102	355.8574751	289.7500929
26103	355.8462262	289.7475217
26104	355.8419449	289.7448212
26105	355.8215222	289.7446263
26106	355.8140281	289.7360598
26107	355.8093972	289.7314033
26108	355.7664545	289.6910086
26109	355.7642489	289.6707993
26110	355.7524467	289.6047276
26111	355.7370487	289.5346729
26112	355.7194493	289.5110573
26113	355.614612	289.5095232
26114	355.6131252	289.4780746
26115	355.5951209	289.46497
26116	355.5860998	289.4319004
26117	355.5838485	289.3713048
26118	355.5766413	289.3040437
26119	355.5581514	289.2932083
26120	355.5458921	289.2906631
26121	355.5168838	289.2862302
26122	355.5138187	289.2762488
26123	355.5131156	289.2668124
26124	355.4450671	289.2613979
26125	355.4107879	289.2529647
26126	355.3836157	289.2478718
26127	355.3811935	289.2410405
26128	355.3783127	289.2254336
26129	355.3760442	289.2169367
26130	355.3616322	289.21347
26131	355.3511844	289.2026442
26132	355.3349107	289.2024933
26133	355.3170806	289.2003536
26134	355.311849	289.1849724
26135	355.3027166	289.1719857
26136	355.2956528	289.1246909
26137	355.2789238	289.1192508
26138	355.2756395	289.101456
26139	355.2198232	289.0861756
26140	355.2124722	289.0557276
26141	355.2080976	289.0314983
26142	355.1837475	289.0253338
26143	355.1734478	289.0151429
26144	355.1494365	289.0109744
26145	355.1404521	289.0057546
26146	355.1351615	288.9958033
26147	355.1181946	288.9934286
26148	355.06196	288.982731
26149	355.0385553	288.9661787
26150	355.0243335	288.9537283
26151	355.0198842	288.9436152
26152	354.9927316	288.9430929
26153	354.9662116	288.9370038
26154	354.9553949	288.9197927
26155	354.9425097	288.9106614
26156	354.9191104	288.9072288
26157	354.8868178	288.8990474
26158	354.7867332	288.8874749
26159	354.7730008	288.8776704
26160	354.7697724	288.864444
26161	354.7537216	288.8483806
26162	354.7440085	288.845177
26163	354.7338469	288.8424613
26164	354.7242058	288.8303039
26165	354.723732	288.8271812
26166	354.6655897	288.8190325
26167	354.6591673	288.8173024
26168	354.6501894	288.8046127
26169	354.6485627	288.8014115
26170	354.6393698	288.7668539
26171	354.6284734	288.7514883
26172	354.6232941	288.7434676
26173	354.6143216	288.7188249
26174	354.5977418	288.6899052
26175	354.5887059	288.6663199
26176	354.5844469	288.6505534
26177	354.5461611	288.6490345
26178	354.5368331	288.6405916
26179	354.5320686	288.6359462
26180	354.5240719	288.6212193
26181	354.5139307	288.6165796
26182	354.5078444	288.6029323
26183	354.4863605	288.5818626
26184	354.4824167	288.5756314
26185	354.4711952	288.5747909
26186	354.4280012	288.5675116
26187	354.3867609	288.565823
26188	354.3767998	288.5611353
26189	354.375801	288.5530687
26190	354.3641323	288.5410916
26191	354.3589898	288.5296507
26192	354.3444729	288.5267596
26193	354.3149356	288.4677488
26194	354.311012	288.4456588
26195	354.2702905	288.4399671
26196	354.2227066	288.4295899
26197	354.1900488	288.3960937
26198	354.1642993	288.38765
26199	354.1523459	288.3667693
26200	354.1237262	288.3607042
26201	354.1229209	288.3564733
26202	354.0898882	288.3560415
26203	354.0677297	288.3306055
26204	353.9909499	288.3272301
26205	353.9778829	288.3243964
26206	353.9719563	288.3191393
26207	353.9475676	288.3046447
26208	353.9406259	288.2638868
26209	353.935294	288.1502866
26210	353.9172212	288.1394501
26211	353.8671999	288.1353754
26212	353.8617975	288.1280785
26213	353.8226916	288.125905
26214	353.7964077	288.1181125
26215	353.789889	288.1177346
26216	353.7719639	288.1053115
26217	353.7629058	288.103772
26218	353.7503016	288.0907307
26219	353.7500232	288.0861388
26220	353.7493232	288.069536
26221	353.6699356	288.0687948
26222	353.6617979	288.0600327
26223	353.6605165	288.0417959
26224	353.6554089	288.0348905
26225	353.6190526	288.0346734
26226	353.6013728	288.0318211
26227	353.5695432	288.0203077
26228	353.5414691	288.0090926
26229	353.5302712	288.0011639
26230	353.5096147	287.9608856
26231	353.490641	287.9607915
26232	353.4492454	287.9275157
26233	353.4367891	287.9266815
26234	353.4343509	287.9195682
26235	353.4313598	287.9096022
26236	353.4052974	287.9060424
26237	353.3769462	287.8947671
26238	353.3663241	287.8878355
26239	353.3575515	287.8866407
26240	353.3531845	287.8502246
26241	353.3404605	287.8464134
26242	353.3245181	287.8415789
26243	353.311929	287.8287146
26244	353.3085703	287.8017233
26245	353.281168	287.7957509
26246	353.2759634	287.7952852
26247	353.2665444	287.7863581
26248	353.2069052	287.7862151
26249	353.2007465	287.7791988
26250	353.1982757	287.7504222
26251	353.1536032	287.7359621
26252	353.1416157	287.7175268
26253	353.1225548	287.6888066
26254	353.1000667	287.6678778
26255	353.072633	287.6616904
26256	353.0567773	287.6375698
26257	353.0468575	287.6308071
26258	353.0416727	287.6287314
26259	353.026385	287.623223
26260	353.0226456	287.6230606
26261	353.0085672	287.621741
26262	352.999616	287.6209708
26263	352.9528266	287.6151313
26264	352.9431002	287.6127408
26265	352.9406541	287.5525645
26266	352.9012801	287.5465873
26267	352.8956484	287.5401459
26268	352.8918104	287.5218078
26269	352.8900094	287.4863988
26270	352.8876963	287.4615624
26271	352.8464827	287.4611519
26272	352.7986108	287.4247839
26273	352.7918585	287.4073308
26274	352.7568075	287.3597727
26275	352.750691	287.3534735
26276	352.7384627	287.3434703
26277	352.7359333	287.2974669
26278	352.7320475	287.2642983
26279	352.7090418	287.2633366
26280	352.6897876	287.2580082
26281	352.6729428	287.2302275
26282	352.6656815	287.2095528
26283	352.6560493	287.1849496
26284	352.6204997	287.1846476
26285	352.6118027	287.1672055
26286	352.5910867	287.159671
26287	352.558484	287.1389652
26288	352.5133844	287.1259603
26289	352.5032275	287.1198103
26290	352.5014839	287.093315
26291	352.489532	287.0694115
26292	352.4771546	287.0613932
26293	352.4381901	287.0166047
26294	352.4362301	286.985877
26295	352.4317366	286.8857041
26296	352.3661769	286.8850967
26297	352.3276634	286.884206
26298	352.3273517	286.8723068
26299	352.3241932	286.8682203
26300	352.3186901	286.8371203
26301	352.2865906	286.8305635
26302	352.276087	286.7877725
26303	352.2749927	286.7720104
26304	352.2730378	286.7450895
26305	352.2435447	286.7289824
26306	352.2194733	286.725182
26307	352.2123426	286.718164
26308	352.2062245	286.6804081
26309	352.1913605	286.6646559
26310	352.1879699	286.664205
26311	352.1825384	286.6269311
26312	352.1645734	286.6206031
26313	352.1264981	286.607021
26314	352.1246826	286.6045563
26315	352.0942488	286.5948968
26316	352.0694045	286.5922538
26317	352.0651649	286.576612
26318	352.0599349	286.5646854
26319	352.0573128	286.5629622
26320	352.0128783	286.5498981
26321	352.0036151	286.5226592
26322	351.9824819	286.513542
26323	351.9821305	286.5102493
26324	351.9551428	286.5089915
26325	351.9423518	286.4538077
26326	351.8992388	286.4496863
26327	351.8990057	286.4415216
26328	351.897103	286.4286844
26329	351.8872036	286.425055
26330	351.8636783	286.4180944
26331	351.857799	286.3797554
26332	351.8483556	286.3717497
26333	351.8451495	286.367154
26334	351.8387752	286.3407145
26335	351.8383631	286.3287946
26336	351.8351262	286.3151724
26337	351.7738511	286.2764808
26338	351.7467478	286.2762429
26339	351.7444454	286.2752843
26340	351.7257511	286.274438
26341	351.7185321	286.2702165
26342	351.7150676	286.209441
26343	351.6873881	286.1851902
26344	351.6838887	286.1689381
26345	351.6706456	286.1661708
26346	351.6564237	286.1538687
26347	351.6551372	286.1521039
26348	351.6299071	286.124451
26349	351.6080485	286.1216617
26350	351.5989195	286.1023638
26351	351.5711932	286.0981364
26352	351.5697669	286.0976046
26353	351.5635824	286.0869196
26354	351.5609326	286.0744476
26355	351.5363408	286.0651648
26356	351.5349395	286.0646876
26357	351.502076	286.0605472
26358	351.4720047	286.0529989
26359	351.4708479	286.0502441
26360	351.4632921	286.0416566
26361	351.4379253	286.0278473
26362	351.3766658	286.0102358
26363	351.3641855	286.0006947
26364	351.3364644	285.9998202
26365	351.3324356	285.9996647
26366	351.2747726	285.9893171
26367	351.2720955	285.9840147
26368	351.2471582	285.9778254
26369	351.2295899	285.9618516
26370	351.2295096	285.9576035
26371	351.2212405	285.9472373
26372	351.2003402	285.9360891
26373	351.1386974	285.9297637
26374	351.0898771	285.918249
26375	351.0835146	285.8894549
26376	351.0732602	285.8817133
26377	351.0605212	285.8643614
26378	351.0547507	285.8516408
26379	351.0500343	285.8515616
26380	351.048171	285.8116626
26381	351.0303288	285.7752636
26382	351.0231087	285.7606352
26383	351.0143794	285.7407882
26384	351.008766	285.7264656
26385	350.9767952	285.7128239
26386	350.9227702	285.6689399
26387	350.9158092	285.6675035
26388	350.9071589	285.6664314
26389	350.8724089	285.6619552
26390	350.8475477	285.6321501
26391	350.8363156	285.6296187
26392	350.8166099	285.6008327
26393	350.8136224	285.5397041
26394	350.7450501	285.5178288
26395	350.7416201	285.5130667
26396	350.6962538	285.5058306
26397	350.6346435	285.4950395
26398	350.6211666	285.4884289
26399	350.6099406	285.4843898
26400	350.5997885	285.4842737
26401	350.5325897	285.4833595
26402	350.5079741	285.4733365
26403	350.4782954	285.471376
26404	350.4647813	285.4669613
26405	350.4610598	285.3901668
26406	350.4352278	285.3646705
26407	350.4138706	285.3345712
26408	350.3645079	285.3256318
26409	350.3579462	285.3239672
26410	350.3232556	285.3104505
26411	350.2860808	285.2967296
26412	350.2714136	285.2857138
26413	350.2510243	285.2617678
26414	350.2315948	285.2501561
26415	350.2297944	285.2373201
26416	350.2208684	285.2268877
26417	350.2123575	285.1730593
26418	350.2118902	285.1672332
26419	350.1794351	285.1656991
26420	350.1714558	285.1541572
26421	350.1550603	285.1451411
26422	350.1449407	285.1227365
26423	350.1442751	285.1013881
26424	350.1350047	285.101159
26425	350.1230999	285.062585
26426	350.1134764	285.053639
26427	350.1130885	285.0316212
26428	350.1129701	285.023199
26429	350.0941646	285.0127549
26430	350.0765295	285.0103047
26431	350.0239737	285.0087183
26432	349.9943887	284.9948412
26433	349.9920406	284.9793605
26434	349.988862	284.9463659
26435	349.950787	284.9247683
26436	349.9413054	284.9111475
26437	349.9271206	284.8990525
26438	349.9237185	284.8984136
26439	349.9224499	284.8922653
26440	349.9001739	284.8789289
26441	349.8749415	284.8784208
26442	349.8673673	284.8276999
26443	349.8454945	284.8100746
26444	349.8452025	284.7758835
26445	349.7581995	284.7697431
26446	349.7409314	284.7278094
26447	349.736281	284.7224437
26448	349.7328511	284.7165135
26449	349.6991386	284.693551
26450	349.6985779	284.6910284
26451	349.6825004	284.6888658
26452	349.6811509	284.5658386
26453	349.6463432	284.5522256
26454	349.6375174	284.5465779
26455	349.5980495	284.527367
26456	349.5871045	284.486145
26457	349.5839366	284.4542212
26458	349.5231097	284.4509921
26459	349.5075224	284.4295093
26460	349.4972629	284.4138185
26461	349.4792944	284.3994927
26462	349.4360702	284.3341969
26463	349.4287603	284.3132007
26464	349.4171038	284.3056564
26465	349.3957388	284.2899959
26466	349.3696718	284.2492348
26467	349.3639601	284.2316793
26468	349.3224467	284.2002375
26469	349.3074724	284.1945858
26470	349.2981176	284.1906019
26471	349.2976572	284.1837492
26472	349.2839806	284.1821872
26473	349.2797703	284.1514145
26474	349.2795334	284.134383
26475	349.2495356	284.1325365
26476	349.2452704	284.1260321
26477	349.2286693	284.1022228
26478	349.2273812	284.0851377
26479	349.2262511	284.0515449
26480	349.1894942	284.0473203
26481	349.1869976	284.0365582
26482	349.1852175	284.009105
26483	349.1807449	284.0034896
26484	349.1710439	283.9800354
26485	349.1053324	283.9654029
26486	349.1006066	283.9640267
26487	349.0498733	283.9331368
26488	349.0218418	283.9325203
26489	348.9913447	283.9323175
26490	348.9853205	283.9183953
26491	348.9743143	283.8967646
26492	348.971214	283.8516294
26493	348.9291631	283.8222392
26494	348.9024556	283.8198491
26495	348.8831429	283.7788285
26496	348.8802371	283.7599963
26497	348.8385618	283.7548715
26498	348.7493679	283.7173439
26499	348.7449287	283.7121276
26500	348.7395384	283.6996253
26501	348.7291934	283.6675972
26502	348.6862044	283.6556283
26503	348.6340187	283.6337827
26504	348.6247692	283.6317352
26505	348.618831	283.6302981
26506	348.6037788	283.5997957
26507	348.598147	283.5993425
26508	348.5844029	283.5863194
26509	348.5668934	283.5685387
26510	348.5612265	283.5646544
26511	348.5499026	283.5084683
26512	348.5382483	283.4945179
26513	348.536919	283.4742755
26514	348.5305121	283.4486176
26515	348.4897984	283.3933928
26516	348.4774271	283.3895775
26517	348.472495	283.3759783
26518	348.4647172	283.3561341
26519	348.4421293	283.3427926
26520	348.4129366	283.3406959
26521	348.4047219	283.325081
26522	348.3496239	283.3145779
26523	348.3253114	283.3121131
26524	348.3222561	283.2903676
26525	348.3200437	283.2885023
26526	348.2988086	283.2718602
26527	348.2958379	283.248617
26528	348.2699149	283.2449109
26529	348.2391958	283.2255536
26530	348.216959	283.2159954
26531	348.215133	283.2073532
26532	348.202281	283.2046349
26533	348.2007258	283.1937521
26534	348.1803972	283.1906954
26535	348.1623343	283.1897273
26536	348.1526215	283.1894849
26537	348.116515	283.1893804
26538	348.0959073	283.1790885
26539	348.0827656	283.175215
26540	348.0514399	283.1666689
26541	348.0499568	283.1622948
26542	348.041373	283.160132
26543	348.0137737	283.1599846
26544	347.9951905	283.1583504
26545	347.977642	283.1560812
26546	347.973123	283.1486616
26547	347.9660319	283.1369842
26548	347.9371409	283.1287259
26549	347.9141818	283.109699
26550	347.8727604	283.0979977
26551	347.8499889	283.0913568
26552	347.8277	283.0890798
26553	347.82645	283.0775293
26554	347.810399	283.0728098
26555	347.8043409	283.0573981
26556	347.7420286	283.0512674
26557	347.7196034	283.0432533
26558	347.7126046	283.0201751
26559	347.7027073	283.008988
26560	347.7022251	282.9978256
26561	347.6509633	282.971201
26562	347.6439643	282.9545835
26563	347.6401699	282.9499652
26564	347.6156274	282.946387
26565	347.6105061	282.9436546
26566	347.5893125	282.937583
26567	347.5782186	282.9322524
26568	347.5716722	282.9224898
26569	347.5589658	282.8976035
26570	347.551493	282.8965185
26571	347.540162	282.8924921
26572	347.5095673	282.8827771
26573	347.5010135	282.8817125
26574	347.4815071	282.8752526
26575	347.4271665	282.873132
26576	347.4123744	282.8699663
26577	347.3802559	282.8694649
26578	347.3768483	282.8274815
26579	347.3393212	282.8251062
26580	347.3022705	282.8160942
26581	347.2865159	282.8124203
26582	347.2370022	282.8108508
26583	347.171111	282.7889043
26584	347.1570502	282.7763069
26585	347.1558492	282.7417758
26586	347.1403887	282.7400667
26587	347.1164742	282.7278382
26588	347.1090194	282.7231686
26589	347.0727258	282.7075901
26590	347.0446487	282.7059144
26591	347.0312747	282.6920879
26592	346.9653314	282.653661
26593	346.9590616	282.6480068
26594	346.9535021	282.6438605
26595	346.9469308	282.6417775
26596	346.9214937	282.639861
26597	346.9204427	282.6204889
26598	346.9004318	282.5701846
26599	346.8779523	282.5664336
26600	346.8637073	282.5647943
26601	346.7931647	282.5607259
26602	346.7278225	282.5221761
26603	346.7196331	282.5123841
26604	346.6834132	282.510667
26605	346.644774	282.5081422
26606	346.6031627	282.4878178
26607	346.5873256	282.4600739
26608	346.5519514	282.4465178
26609	346.4957807	282.4315475
26610	346.4875799	282.4286437
26611	346.4783809	282.4268355
26612	346.4493104	282.4222976
26613	346.4432035	282.3851024
26614	346.3994469	282.3648948
26615	346.389628	282.3457513
26616	346.3687285	282.3401119
26617	346.3655966	282.3302431
26618	346.3526684	282.3231948
26619	346.3248628	282.310672
26620	346.3237381	282.3080048
26621	346.3228986	282.3047274
26622	346.3153458	282.2653022
26623	346.2864815	282.2625257
26624	346.275695	282.259953
26625	346.2709823	282.2499816
26626	346.2552551	282.246789
26627	346.2337311	282.1881462
26628	346.2119182	282.1489727
26629	346.1894947	282.1263489
26630	346.1505228	282.1068931
26631	346.1363025	282.1049422
26632	346.1229955	282.1045621
26633	346.091013	282.1010648
26634	346.0767708	282.0883795
26635	346.0527538	282.0662391
26636	346.0520753	282.0653317
26637	346.0104986	282.0425215
26638	345.9983927	282.0406239
26639	345.9973463	282.0098819
26640	345.9896257	282.009817
26641	345.9873406	281.9821732
26642	345.9793474	281.9800598
26643	345.9420759	281.9688701
26644	345.9025591	281.9525057
26645	345.8906229	281.9463244
26646	345.8448968	281.9429816
26647	345.8233604	281.9344659
26648	345.8231796	281.9255501
26649	345.8182626	281.917903
26650	345.8031916	281.8961635
26651	345.7988723	281.8954582
26652	345.7881508	281.8944851
26653	345.7557517	281.8839231
26654	345.7498359	281.8807819
26655	345.7017075	281.8746222
26656	345.6775875	281.8737515
26657	345.6771879	281.8712419
26658	345.6560476	281.8471863
26659	345.6549979	281.8306299
26660	345.6527436	281.8018663
26661	345.6379519	281.7957523
26662	345.6353527	281.7943801
26663	345.6329617	281.7903726
26664	345.6302249	281.7898833
26665	345.6281796	281.7779472
26666	345.624755	281.7547704
26667	345.6109625	281.7241185
26668	345.5937764	281.7078037
26669	345.5911333	281.7064965
26670	345.5893132	281.6669087
26671	345.5846237	281.6590628
26672	345.5767595	281.6498771
26673	345.5580245	281.6437726
26674	345.5386702	281.6319722
26675	345.5057218	281.6262414
26676	345.4679614	281.6132126
26677	345.4611799	281.5371137
26678	345.4601899	281.520452
26679	345.4403284	281.511209
26680	345.4380407	281.4835402
26681	345.4263375	281.4823866
26682	345.4058694	281.4384636
26683	345.3945164	281.4364212
26684	345.3634212	281.4322197
26685	345.3503735	281.4224694
26686	345.34491	281.4125975
26687	345.3290694	281.4093477
26688	345.3272657	281.4066362
26689	345.3248568	281.3716243
26690	345.2938037	281.3665455
26691	345.2873579	281.3510479
26692	345.2518761	281.3428407
